tweet;class1;classification
Auf die SPD konnte man sich schon lange nicht mehr verlassen. Ich hoffe in vier Jahre sind die Brüder weg vom Fenster.;0;0
@OwslanderUfo Alltag dort mittlerweile.  Aber Schuld sind natürlich immer die bösen Weißen, die dort ackern,  damit überhaupt etwas funktioniert.;1;1
@lobbycontrol Nein - das bringt nichts: siehe EU. Wer schaut sich das an? Es schadet aber auch nicht sonderlich außer der überflüssigen Bürokratie. Deshalb wäre das für uns kein Anlass für ideologischen Widerstand. CL;0;0
@happyhaidrich3 Lel immer wieder amüsant diese linken;0;0
Inter und trans Hand in Hand - eure Ordnung unser Widerstand! Vanja / #dritteoption goes Bundesverfassungsgericht;0;0
@Sunsetmission69 @ProAsyl Es zeigt vor allem, das Rechtsterrorismus ein riesiges Problem ist und trotz NSU und Anschläge auf Flüchtlinge immer noch verharmlost wird.;0;0
@Skopelosgreece @Reichsvikar Was hast du vor? 😉😘;0;0
@OhneWorte2015 Ja - aber Antifa nutzte den Tag für sich...das hatte eben nichts damit zu tun, man kann nicht Verbrechen durch neue Verbrechen verändern! Wo ist der Antifa-Mob, wenn in D vergewaltigt und gemordet wird?;1;1
@RegSprecher Da durch Merkel und der EU (außer Osteuropa) Demokratie abgeschafft wurde! Die Völker Europas geben den Katalanen recht!;0;0
"Heute hat @JunckerEU eine wichtige &amp; große Rede gehalten zu Europa: Sie muss Ausgangspunkt einer engagierten Debatte sein!";0;0
Lydia Ruisch, Vorsitzende des baf, erinnert an das 20jährige Jubiläum der #Frauenordination, die wir dieses Jahr feiern durften #aksynode16;0;0
@Wahlleiter_Bund @JustinaKilinski @PengBerlin Die Btw2017 muß meiner Meinung nach unter INTERNATIONALE BEOBACHTUNG,AUFSICHT und besonders L E I T U N G gestellt werden !LINKS BETRÜGT!;1;1
@MalteKaufmann @Heinrich_Krug So ist es richtig...alles im Namen der Menschlichkeit hat sich nicht bewährt....!;0;0
@DoraBromberger @st3pp3nwQlf Zentrum für Geistige Missgeburten würde eher passen.;1;1
@SteinbachErika @InesHenkler Aber es wird bestimmt jemanden geben, der jedes Gramm an ihr liebt 😜;0;0
"@20piraten @piratringwraith mit uns, nicht über uns ;-)";0;0
@anna_IIna Welt-N24....wo auch immer die ihre Pseudo-Historiker ausgraben..und zum Reden wiederbeleben, aber sie tuns..😂😂😂;1;1
@Mischka815 Die absolut richtige Entscheidung ...wir alle profitieren davon...!!;0;0
@teite99 @SpadeCarrier @machtjanix23 @charlie_silve @nasanasal @AthinaMala @_macmike @magna_est @petpanther0 @NoHerrman @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @willjrosenblatt @feldenfrizz @ellibisathide @MD_Franz Ich glaube, ich hatte mich ver;0;0
@Waldoknalldo @SteveMotley Trump sendet Militärpolizei in Regimentsstärke nach GITMO;0;0
@arifkoray @Bundestag Warum sollten wir eine Mafia-Veranstaltung ansehen ??;0;0
@Beutebadener @LeggaKnoppers @KotzenderStern @destatis Also ob ihr hier mein Nachnamen poste;0;0
@krippmarie @DrDavidBerger Ist das nicht die mit den vielen Analphabeten in ihrer Familie..?;1;1
Umso mehr Schwachsinn die Altparteien von sich geben umso eher kommt die AFD an die Macht. |LBR| Die Bürger sind nicht ganz so verblödet wie die Altparteien glauben. #illner;1;1
Herzlichen Glückwunsch an @sebastiankurz. Überzeugender Sieg in #Österreich. Er garantiert klare Antwort auf Zuwanderungsfragen in Europa.;0;0
Wenn Populisten die Menschenwürde einzelner Bevölkerungsgruppen angreifen, werde ich immer entschieden für unsere Grundrechte eintreten. (2);0;0
Hallo, da bin ich 😜 Ich weiß nicht, immer wenn ich die Sonnenblume der GRÜNEN sehe, denke ich an den türkischen Halbmond auf rotem Tuch 😜;0;0
Kompliment den Niederlanden. Die verzichten auf Flugzeuglandungen in der |LBR| Türkei, diese Nazis. Haha. Auch ich bin für Meidung der Türkei.;1;1
Jeder glaubt es gibt 3 Geschlechter ist Behindert;1;1
@diMGiulia1 @freivonReue Unsere neuen Mitbürger...😃😃und die die glauben das diese Rasse unsere Rentenkassen füllen, die wurden auch gewählt..??;1;1
Die Türkei führt einen Angriffskrieg und die @spdde inkl. @sigmargabriel rüstet noch ihre Panzer auf. |LBR| An den Händen dieser Partei hängt Blut. Das Rot der SPD steht für das Blut der Menschen in #Afrin. |LBR| Schande! #spdbpt18;0;0
@KoppOnline Die Türken dringen hier ein und wollen uns ihre Art zu |LBR| leben aufzwingen. Und beschimpfen unsere regierenden Weicheier |LBR| als Nazis.;1;1
@Westminster1000 Nur noch Scheisse im Kopf....die Deutschen können damit einfach besser denken..!;1;1
@Ernst_1895 @ndrstrapp In solchen Situationen zeigt sich echtes Herz (Empathie)  und Charakter (Hilfe, die nicht in der Zeitung steht) im Gegensatz zu heuchlerischem Gutmenschentum;1;1
@PolkeMajewski @o_Sprotte_o @zeitonline Ihr lügt was das Zeug hält, ihr Merkel Vasallen!!;1;1
"@keoma58 Ja, soweit wird es auch noch kommen !! Es ist wirklich kaum mehr zu ertragen. Was mich wirklich wundert ist, das dieses verfluchte SED-FRETTCHEN noch nicht ""weggemacht"" wurde und so einige Andere auch, wie C.Roth oder K.G.E. oder MAAS oder die Mi";1;1
Heute um 10 feiert Kardinal Marx Messe in St. Martin in Landshut. Übrigens eine beeindruckende Kirche! ⛪️#LandshuterHochzeit;0;0
Zum Lebzelten Taig nimbt man |LBR| 20 Maß Hönig, 2 Maß Wasser, lasts |LBR| ain guette Stundt sieden, Gewirz |LBR| darein, 8 halb Vierling Imber, |LBR| 8 mal 3 Lott Pfeffer, 8 Lott Zimet, |LBR| 8 Lott Musgatnus, 8 halbe Lott Nägl, |LBR| Änis ½ Lott, Coriander ½ Lott. |LBR| Dises Gewürz gehört in zwen Daig.;0;0
@aschentonne Die mache ich zwar gern, aber es ist die leckere Wahrheit - ich liebe Pfannekuchen, habe sogar noch Eierlikör eingespritzt 😂😂😂;0;0
Wir sehen uns Morgen auf der Straße. #TagX;0;0
Mit dieser Leistung fliegt Spanien sogar aus der EU raus!;0;0
Politiker wirtschaften so ein reiches Land wie Deutschland mehr und mehr herunter. |LBR| Weshalb zieht man deutschfeindliche Politiker nicht zur Verantwortung???;0;0
Ihr habt so einen tollen Erfolg mit der NFL, ich befürchte dass American Football in naher Zukunft im PAY-TV landen wird.Siehe SKY mit DAZN,Netflix . Wenn die Profite Erwirtschaften können ,kaufen die alle Lizenzen.Nicht jeder kann oder will zu den Basisgebühren Pay-TV bezahlen.;0;0
Aber jeder, der überlegt, die AfD zu wählen, sollte wissen: Es sind Verfassungsfeinde, die da vor den Toren des Bundestages stehen.;0;0
@mario_edelmann @PLingl Willkommen in der Nazizeit! 1933 waren es die Juden die verfolgt wurden weil sie eine Gefahr für Hitler waren! Jetzt die AfD für Merkel!!!;1;1
"Seltsam: @ralf_stegner, Malu #Dreyer &amp; Genossen wollen für Sondierungsergebnisse gelobt und für ihre Kritik daran gefeiert werden. Wie nennt man so was? @spdbt @cducsubt";0;0
@welt Der Fettsack soll mal besser den Kopf zu machen.;1;1
@Martin_Sellner @FfFrauki Sich wieder in den Vordergrund zu bringen gibt’s nur 2 Möglichkeiten: |LBR| Dschungelcampbewohner oder bekennender Übergutmensch.....!;1;1
Amerika hat Trump gewählt da wird es uns doch wohl gelingen die AFD zu wählen.;0;0
"Massenmörder #LasVegasShooter tötet 58 Menschen, verletzt über 500 und er ist kein ""Terrorist"", weil er kein ""Muslim"" ist ?! #brainwashed";0;0
@Hartes_Geld @MartinSchulz Der merkt es nicht mehr...  Sein Europagelaber kann bei jedem ausgebeuteten Arbeiter nur zu einem führen: Kotzkrämpfe;0;0
@Alice_Weidel @Alice_Weidel ....Egal wohin und was man anschaust, alle Polit-Shows sind voll mit Verlierern besetzt. |LBR| Wenn AfD nicht ihre Pöbel.-u. Provoziertaktik ablegt, werden sie es irgendwann auch werden. |LBR| Und...nicht jeder sollte ins Mikro;0;0
@Matthau63 @hrbruns Faire Schokolade gibt's zum Beispiel bei der @GEPAFairTrade 🍫;0;0
Ägypten kommt nicht zur Ruhe. Vor Wochen noch der grösste Terroranschlag in der Geschichte des Landes auf eine Moschee zum Freitagsgebet, jetzt wieder auf eine Kirche. Meine Gedanken und Gebete sind bei den Angehörigen. Mein Herz blutet. Verflucht seien die Mörder und Verbrecher;0;0
Normale Beziehungen zwischen Russland und Türkei .. ja. |LBR| Aber Freundschaft nur mit Deutschland. Weg mit den Sanktionen.;0;0
@florianeder @sebastiankurz @JunckerEU Kann mich dunkel an erste schwarz-blaue Koalition erinnern. Wird jetzt in der EU einfach die gegenteilige Strategie verfolgt?;0;0
Darum macht nicht so ein Fass auf um euch zu profilieren. |LBR| #MeToo;0;0
@von_Steiner Dacht` ich`s mir - Cäsar ist ja auch schon `ne Weile tot 😜;0;0
@robinalexander_ @welt 40 Tage Regen in Jamaika? :-);0;0
@XYEinzelfall @welt sofort abk.......n! |LBR| Oder Spanien gibt das von Marokko beanspruchte Land zurück und Ruhe ist!;1;1
@badenfm @Die_Gruenen @KerstinAndreae Ich wollte schon immer ein bisschen südbadisch sein. Kommt gleich nach wendländisch :);0;0
@BukowskisNephew @fdp Siehe unser Tweet eben. TL;0;0
@KlausGunk wir sind halt im reparaturanfälligen alter 😎;0;0
"Guten Morgen aus Berlin. |LBR| Seit nunmehr 20 Stunden Sondierungsgespräche mit der Union im Willy-Brandt-Haus. |LBR| Vergnügungssteuerpflichtig ist das eher nicht. |LBR| Es dauert...... |LBR| Schlafen wird ja gemeinhin überschätzt 😎 |LBR| Schönen Freitag ;-)";0;0
Kommunisten sind für die Zerschlagung des Kapitalismus parallel dazu rennen sie zu McDonald's und kaufen sich die neuesten Handys;0;0
"Wir übernemen selbstverständlich Verantwortung; Stichw. Antisemitismus Judenhass bei Muslimen - jeder Angriff ist ein Angriff auf uns alle - aber wir werden uns nicht zur Projektsfläche hergeben einer Entlastungsdebatte a´ la #AFD und #jensspahn #allesBöseKommtVomAusland";0;0
Endlich! Der #Bundestag stimmt für die Öffnung der #Ehe!;0;0
@KingBalance @LC180666 @Junge_Freiheit Gegen die Dummheit dieser Frau gibts doch bestimmt was von Ratiopharm;1;1
@DoraBromberger Hallo Twitter...wenn ich mich für die Opfer einsetze und verlange das diese Kreatur halbtot geprügelt werden sollte...werde ich dann wieder vorübergehend oder gar gänzlich gesperrt?;1;1
"@Lexie_M_ @krippmarie Die Grünen....besser kann man das Wort ""überflüssig"" nicht umschreiben.... |LBR| Ich wünschte die grüne Brühe würde im Boden versickern.";1;1
@HolgerEwald1 @DrDavidBerger Der Muslim,allgemein auch als Islamist bekannt, hat noch nie etwas selbst erschaffen! Das wird er auch in Zukunft nicht. Halt Vollnieten !;1;1
@a_prigge @Muddie1960 @Die_Mainzerin |LBR| Ein 2-Bett Zi. für die Damen? 😉 |LBR| Oder alternativ auch Mehrbett Mädelszimmer?;0;0
@johnwboer @Ralf_Stegner mit welchem kandidaten und welchem programm? die hälfte davon hätten wir kriegen können. nur ein mitgliederentscheid kann die auseinanderstrebenden teile der partei jetzt zusammenführen.;0;0
"@Dauerquerulant Meine Katze hat gerade bewiesen, Mäuse sind ekelig, Herrchens ""Wiener"" sind leckerer 😂😂😂";0;0
Heute um 18 Uhr am Brandenburger Tor beginnt unsere Kundgebung gegen die Delegation der Vertreter des iranischen Regimes. Kommt vorbei!;0;0
@IQ_Stimulator Sich Hintergrundwissen, anzueignen, wissenschaftlich zu arbeiten, und das anerzogene Denken zu hinterfragen wird überbewertet. #Maischberger ist ein Gewinn für das durch und durch linke System;0;0
"@franzchristian8 😂😂😂 Nööö, das hat wahrscheinlich Gauck für sie erledigt und wurde mit `nem ""Pöstchen"" belohnt 😂😂😂";0;0
@sternde Franz Josef Strauß hätte diesen Mann längst aus der Partei geschmissen;0;0
@MiriamOzen Das ist natürlich richtig. Aber wer über die Köpfe seiner Bürger hinweg entscheidet, doppelt so viel Flüchtlinge /Asylanten aufzunehmen als er muss oder kann, und sich dafür noch Feiern lässt musste auch damit rechnen das einer mal ausrastet. ;0;0
Turner Alex #Shatilov hat am Sonntag bei der EM in #Bern |LBR| am Boden Bronze geholt. Wir gratulieren! #ECBern2016 #Israel;0;0
@Heinrich_Krug @petpanther0 Wir haben keine Regierung, sonder eine Politmafia die das eigenen Bewohner erpresst;0;0
@happyhaidrich3 Ich finde er ist einfach ein unlustiger Spasst;1;1
"@GermAmbTeheran Was sagte @HassanRouhani zu Drohungen gg Israel, Hunderten staatlich Ermordeten, Rechten von LGBTIQ, Konvertiten &amp; Opposition @MiRo_SPD?";0;0
@EuropeanBerlin @jankortemdb Hier werden glatte Lügen verbreitet!;0;0
@Heinrich_Krug Von 1945-1990 war die BRD eine Treuhandverwaltung der Alliierten und niemals ein Staat, dann erfolgte die sog. Wiedervereinigung die aber juristisch nie erfolg ist da die Ehemalige DDR keinem Art.23 beitreten konnte da der schon vorher gest;0;0
Du wärst gern ein hohes Tier?? dann geh nach Afrika und werd eine Giraffe;0;0
Ich beobachte in letzter Zeit auffäll. Aktivitäten an d. ehemal. Grenzübergangseinrichtungen in PL. Das hat sicher nichts mit Merkel zu tun😜;0;0
10 Jahre Syrien Krieg von welchem Stern kommt die denn? Der Krieg ist im Großteil von Syrien schon lange zu Ende. #illner;0;0
@Ricardo25701887 Ich habe einen sehr guten Follower aus Italien: Alessandro Meluzzi, er ist Psychater und Kriminalist und verteilt viel zu dem Thema.;0;0
@MiriamOzen Bin Stolz auf dich Miriam.;0;0
Ich finde es überhaupt bewundernswert,  dass die ältere Linkenwählerin dahin ging, und unter all den 25jaehrigen, die von Weltoffenheit und Aufgabe der Nationalstaaten träumten,  die Frage stellte. |LBR| Falls sie heil nach Hause gekommen ist,  wird sie sicher  andere Partei wählen;0;0
"War das heute herrlich in Szczeciner Einkaufszentren &gt; keine Nafris lungerten rum, stressfreies Einkaufen, dicke Baiser-Torte, super Kaffee😜";1;1
In die #Rechtskommission wurden gewählt: C.Esser, Pfr.Dr.A.Golob, Pfr. O.vanMeeren, Prof.Dr.R.Motsch, A.Stump, Dr.M.Dreixler - #aksynode16;0;0
Den Terror können wir nur abschaffen, wenn wir alle Islamisten in |LBR| Sippenhaft nehmen und dorthin jagen, wo sie herkommen. |LBR| Ohne Ausnahmen.;1;1
@Nattl Freue mich wenn solche Abschaum von Grünen Idioten im Herbst verschwinde!;1;1
Wir sind mit geschlossenem SPD Team bei Sondierungsgesprächen unter Führung von Martin Schulz gut vorangekommen und ich finde wirklich, dass auf dieser Basis Koalitionsverhandlungen lohnen. Aber wenn die nur Sondierung ratifizieren,bräuchten wir sie und Mitgliederentscheid nicht.;0;0
@BILD Im Jahr des Messers!Ob Beziehungstat oder nicht , jeder getötete hatte ein Anrecht auf ein längeres Leben.;0;0
Die Schweinejournalisten Bande der ÖR Medien hetzen unentwegt gegen Trump u jetzt auch gegen den Österreichischen Bundeskanzler Kurz |LBR| AFD;1;1
@HovelsHorst Zumindest halte ich die zwei für fähiger als das was uns tatsächlich regiert....!;1;1
@DrDavidBerger @Rebellin70 Bald....für den Migranten-Wahn lassen die Deutschen gerne die Hüllen fallen... |LBR| Alles über Bord samt Hirn...;1;1
@hortarimar @Georg_Pazderski Nochmal wir sind ein SÄKULARER Verband.;0;0
Jetzt schließt doch die Häfen in Italien für alle Shuttleschiffe. Die |LBR| Österreicher werden ihre Grenzen verteidigen. Junge Männer zurück.;0;0
@pinselpoetin @Eddie_1412 Kein Trüffelschwein, sondern das Experten-Schnüffel... 😜;0;0
@engingalaxy @sternde Der Papst würde auch den Arsch des Teufels küssen wenn es ihm nützt;1;1
Mit linksgrünen Diktatoren, Bahnhofsklatscher und Toleranz-Fanatiker sowie dem dritten Geschlecht diskutiere ich grundsätzlich nicht. Das wäre so, als würde ich mich mit einem Einzeller unterhalten.;1;1
@soskinderdorf In Deutschland spart ihr an allen Ecken und Kanten. Ein Dorfleiter muss sich um 3 Einrichtungen gleichzeitig kümmern.;0;0
@M0ntico83 Wahrscheinlich...wenn ich alt und gebrechlich...an welchen sich Feiglinge gerne zu schaffen machen... |LBR| Aber noch bin ich nicht soweit....ist nicht der erste den ich verprügle...;1;1
BREAKING: Offenbar findet die nächste Sammelabschiebung nach Afghanistan noch diesen Monat statt. Der Flughafen ist noch nicht bekannt.;0;0
Er ist auch stolz darauf, einmal über den Durst gesoffen zu haben |LBR| und heute trocken zu sein. Im Grunde eine Schande für die Nation.;1;1
@princevince_01 @AntonBruckenput @TimFelber @Beatrix_vStorch Komm schon mit NSU du Honk, halte Schleyer,Buback usw dagegen ! Die dusselige Reker hätte doch eine Armlänge Abstand zu dem einen halten kö.;1;1
Das Jahr 2018 muss ein Jahr der Kooperation werden. #Jahresauftakt #DIESozialeOpposition;0;0
"@China_Welt_News Da wir keine NATIONALmannschaft mehr haben, interessiert dies keinen ""normalen"" Deutschen mehr!";0;0
@cuffedCatling @prinzwilli89 Ach einfach dabei es öfter Mal mit zu erwähnen wenn sich die Gelegenheit bietet. Insbesondere natürlich bei allen Arten von Medien. Haben wir gestern auch versucht - haben glaub ich die wenigsten verstanden. Aber wir sind ja g;0;0
Bei #Logo (#Kika) geht es um Sicherheit an Schulen. Interview mit Ragdahd.  Typisch deutsche Schülerin. Typisch Kika;1;1
Merkel heute in PL, ich sage lieber nichts, was d. Polnischen Medien im Vorfeld schrieben 😂😂😂 jedenfalls eine Deutsche Führerin? Ohne PL 😂😂😂;0;0
.@FRSHev Tweet tut uns leid. Wir nahmen an, die Informationen seien gesichert.;0;0
@OttoVonBisQuark @daspunkt @AfD 👍Dennoch:es tut weh, dass wir auf gewisse Dinge nur noch sarkastisch oder voll bitterböser Ironie reagieren können.Weil man gemerkt hat:nichts kommt an, keine Warnung dringt durch,sämtliche rationale Argumente werden/wurde;0;0
@karlheppner @FfFrauki Doch dieses Jahr wird es interessant...geschieht sogar mehrsprachig...;0;0
@LouisMetapher @sternde 1.habe ich ihnen nicht erlaubt mich zu duzen. 2 zeigt mir diese Antwort gehen Argumente aus helfen nur noch Beleidigungen.;0;0
WIE WÄRE ES MAL MIT GENERALVERDACHT GEGENÜBER MUSLIMISCHISLAMISTISCHER EROBERER ??? Jeden Tag mehrere Kapitalverbrechen von JENEN!;1;1
@DamnHotFinn Das steht doch da drin ...;0;0
"@RaditzRoman es gab keine Antwort. er hat noch nachgefragt, wo der junge Mann wohnt und ihm dann ""Alles Gute"" gewünscht.";0;0
@juertiss @sunny_sommer Tolle Erkenntnis, wie lange hat es gedauert das herausfinden, aber ich kann sie beruhigen Politiker lügen permanent und notorisch, um nicht zu sagen ihr komplettes Leben ist eine einzige Lüge;1;1
@PrivatClaudia @focusonline Welche wäre das denn? Frage nur aus reiner Neugier.;0;0
@sternde Der Stern wieder. Was ist mit Drogen Missbrauch bei den Grünen. Volker Beck nur ein Beispjel. Nie verurteilt heute im Bundestag;1;1
Jetzt hört doch mal auf mit Lugner. Für mich ist er ein armes |LBR| Würstel, das nur in der Öffentlichkeit küsst. Sonst herrscht tote Hose.;1;1
Der ist nicht die hellste Kerze. Wer behaupte, daß die Türken Deutschland aufgebaut haben den kann ich nicht für voll nehmen.;1;1
@waldruhe Diese Islam existiert aber nur und ausschließlich in den Taquia Reden der Talkshow-Virzeigemoslems;1;1
@RegSprecher Steffen dein Post hatte nicht den gewünschten Effekt...niemand ist auf deiner Seite u niemand wird es sein solange du diesen Stuss verbreitest...Ursache und Wirkung..! |LBR| Täglich erkennen wir das dieser Weg der Humanität der falsche ist...;0;0
Wie dämlich muss man sein,um einen Kriegstreiber Poroschenko in München zu hofieren. Ach so,Ihr meint auch,als Politiker kann`s passieren? 😜;1;1
@Heinrich_Krug Wenn man sich die Mühe macht den 2+4 Vertrag einmal zu lesen und juristische Kenntnisse hat wird man sehr schnell feststellen das hier irgendwas seht schief gelaufen ist, es sind praktisch keine Vertragsbedingungen erfüllt worden;0;0
Von heute bis Donnerstag: Herbsttreffen der bayerischen Bischöfe im Kardinal Wendel Haus in München. Themen: Jugendarbeit, aktuelle Fragen von Migration, Flucht und Integration sowie der Umgang mit Populismus und Rechtsextremismus.;0;0
Wenn die Hälfte der Moslime den Handschlag verweigert, hilft nur |LBR| ein Tritt in den Arsch, der sie zurückschickt nach Afrika.;1;1
"In allen Medien Merkels ""Flüchtlingspropaganda"", zum kot***, nichts über  unsere BILDdung, Kinderarmut usw. also ""Dreck vor d. eigenen Tür""😜";1;1
@DasErste Was ist mit der Frauengesundheit nach Vergewaltigung und Messerattacken. Ihr seit ein unrealistischer Sender den ich leider nicht abwählen kann!;0;0
Ich bin fest davon überzeugt, Murksel hätte 1989 schießen lassen u. würde es mit diesem Klüngel auch heute tun. Überzeugt mich vom Gegenteil;1;1
@walli5 Vielen Dank und eine gute Zeit in Hessen.;0;0
@GoeringEckardt Merkel hat mehrere Grundgesetze eiskalt übergangen! Kein Flüchtling ist laut Gesetz in Deutschland asylberechtigt! Basta!!!;0;0
Was für ein toller Tag gestern! Selbst die Sonne wollte mitfeiern und hat die Wolken verjagt. Danke an alle, die dabei waren! #HamburgPride;0;0
Jeder kann Prophet sein, ermutigt #Marx bei Amtsübergabe Diözesanjugendpfarrer. Priester sollten anderen helfen, ihre Berufung zu finden.;0;0
@harpoel Tweet gemeldet! Die Entscheidung obliegt jetzt nicht mehr mir sondern Herrn Heino Maas persönlich!;0;0
@keoma58 Die beiden UNDEUTSCHEN Ausländerinnen können von mir aus hinfallen, wo sie wollen! Nur nicht in unser Sozialsystem ! Kalifat DE muß verhindert werden und ich denke, es wird verhindert werden !;1;1
@ute_scheibelhut fröhlicher gruß aus der hauptstadt ute. hoffe das mein ice in die freie und hansestadt fährt 🚂;0;0
@SilFoiera @20min Wofür? Für die internationalen Vereinbarungen dazu die es schon gibt? Dafür sind genau 0€ notwendig, denn...die gibt es schon. Oder wovon genau sprechen Sie?;0;0
"Sagt doch ein Pole zu mir, wir hätten ja jetzt eine neue ""V-Waffe"", M. Schulz und der könne doch Tusk als ""Chefsekretärin"" einstellen 😂😂😂";0;0
Oberstes Gericht in Amerika. Trump darf Einreise für Moslems verbieten. Geht doch, warum nicht gleich so?;0;0
@AnnetteCreft |LBR| Ich kann nicht nix! 😉🤘;0;0
@map89 @RegSprecher Weil er Dinge Fotografieret hat die keiner sehen sollte ä! Wie man Merkel auslacht und verhöhnt!!!;1;1
@LovingAwarenes_ Es ist besser, Flüchtlingspolitik zusammen mit Integration zu denken, als weiterhin dem Ordnungsressort zuzuordnen. Gilt für das Land auch;0;0
"Ich fasse es nicht, die GRÜNEN entdecken ihre ökologische ""Kernkompetenz"" 😂😂😂 MIT GLYPHOSAT UND GÜLLE??? 😂😂😂 Wer soll denen noch glauben 😂😂😂";0;0
@SchlimmeHelena Vor dem Erfrieren bitte schnel noch alle überschüssigen Viren im Raum einsammeln. Damit es sich lohnt :-)!;0;0
Heute ist der 100. Geburtstag Alexander Schmorells. Wir bitten den Fehler zu entschuldigen.;0;0
@ndaktuell Woher kommt das?Durch fortschreitende Islamisierung in diesem ,unserem‘ Lande!;1;1
@KaiserDesRap Ja bruder ich kenn da ne gute doku darüber die mal über Kriegsverbrechen an die deutschen berichtet da sieht man erstmal das briten, russen, amis und polen genau so viel dreck am stecken haben;1;1
Lieber @MartinSchulz, liebe @spdde, fast ein Vierteljahr nach der Bundestagswahl erwarten die Menschen zu Recht, dass Ihr nicht ergebnisoffen mit #Merkel dahin verhandelt, sondern eine gerechte Politik in der neuen #Bundesregierung durchsetzt. Glück auf!;0;0
Flüchtlinge bekommen Häuser und Wohnungen parallel dazu sind viele Deutsche Obdachlos...;1;1
@Luisastella9 @FranzAndes45 @Entwirklichung Haben wir bei der Schwuchtel auch schon vermutet....;1;1
@Beutebadener @LeggaKnoppers @KotzenderStern @destatis Es geht nich um die herkunft sondern um den Bevölkerungsaustausch;1;1
"@Populistiker @guehart @Alice_Weidel &lt;ja, so sind sie , die DickeBacken-Lachnimmer Anarchos, solange andere die schon eingezahlt haben, für sie blechen müßen, so lange sondern sie DUMMEN  LINKSGRÜN versyphten SCHEIß ab !";1;1
@NorgePrivacy Und dann noch eine Krawatte tragen die manche Leute eventuel auf Ideen bringt ! So hohl der Freggel !!;1;1
Jede Partei sagt im Grunde genommen das gleiche. |LBR| Also ist doch eigentlich egal von wem dieses Land regiert wird.;0;0
Andreas #Hollstein @CDU Bürgermeister aus #Altena #Zivilcourage höchster Respekt!;0;0
@gagaberlin @artepmobil @focusonline Auch ein begünstigter Scherge des Systems;1;1
@tagesschau @SWRAktuell Es wird Zeit für neue Kreuzzüge!;1;1
@Taniya1311 @krippmarie @c_lindner So sind sie halt unsere Politschmarotzer....Lindner allerdings eine noch größere Pfeife als Westerwelle..;1;1
@Junge_Freiheit Es trifft nicht die falschen.....;0;0
@Schlawiner2017 Die meisten deutschen sind gestrickt wie im Film „Der Untertan“ sie gehen lieber unter als sich Fehler einzugestehen!;0;0
@wochenblickat Auf nach Deutschland...die lieben solchen Abschaum |LBR| ...und Geld gibt’s auch dafür...;1;1
Der DE Schweinejournalimus hat wieder Hochkonjunktur wie gehabt Hetze gegen Trump u dazu diskriminieren der größten DE Oppositionpartei AFD;1;1
@ZhangDanhong @welt Die Moslems töten Deutsche. Habe mich nicht eindeutig ausgedrückt.;1;1
@SPDFraktionRLP @Ralf_Stegner @MartinSchulz Endlich geht’s bergab....und ich freue mich so sehr... |LBR| Die Erben der SPD....😂😂;0;0
"@Matrixgofire Gucken Sie sich das Video an und geben Sie sich etwas Mühe, wenn Sie Einwände vorzutragen haben. Und Ihr ""Argument"" ist definitiv keines.";0;0
@yartago @happyhaidrich3 Du machst dich gerade zum Alman 2017;0;0
@ainyrockstar Ich bin auch schon so oft von vorne angefangen.;0;0
@dustpills @tagesschau Auf jeden Fall noch dämlichere Antwort! -Schon bei einfacher Blutentnahme ohne richterlichen Beschluss, der zwingend vorgeschrieben ist, usw..;0;0
"Ich meine, Merkel &amp; Co nutzen gegenwärtig die Angst der Bürger, um erneut gewählt zu werden. Dabei spielen Tote keine Rolle &gt; SCHÄBIG 🤢💩";0;0
@AmadeuAntonio @JFDA_eV Das Frau Anette Kahane die Mitglied dieser Stiftung und langjährige Stasi Mitarbeiterin ist sollte man dann wegen der Ordnung aber auch erwähnen.;0;0
@SteinbachErika @Renft1964 Diese Migrantenkrieg der Schmarotzergegen Deutschland, ist schon in Vorbereitung!;1;1
"@AliCologne @helmut_hedrich Ähhh , ich für meinen Teil kann dir versichern das du auch nicht auf dem Schirm der Atheisten und auch der Agnostiker bist. Weil, ohne ""Religion"", gäbe es auch keinen Atheismus.";0;0
BER-Desaster sollte die Haftung der beteiligten Architekten zur Folge haben. Riesensauerei!!! Die HOAI regelt eindeutig deren Verantwortung!;0;0
Kein Islamunterricht an deutschen Schulen.;1;1
Bei der Preisverleihung des #bfdt der @bpb_de am Tag des #Grundgesetz: 2014 gab's 6 Brandanschläge auf Flüchtlingsunterkünfte, 2015 92!;0;0
@LawTroll Hi Marcel, danke für den Hinweis. Ich reiche es an die Geschäftsstelle weiter.;0;0
@issn81 Was dann? Die Türken verlangen deutsche Ersatzteile!;0;0
@DontPokerME @MiriamOzen Ändert nichts an der Tatsache, das hätte mein Sohn für den IS gekämpft ich ihn eigenhändig erschlagen würde.;1;1
@Junge_Freiheit @krk979 Einst wurde berichtet AfD Wähler sind empfänglicher für Fakenews. |LBR| Das Gegenteil ist der Fall |LBR| Die🇩🇪glauben gerne an schön verpackte Märchen;0;0
@Templer_ASTO Ich für meinen Teil, vertrete die These das der wahre Gral kein trink Gefäß war und deshalb nie gefunden wurde. Maria Magdalena war der Gral;0;0
@333dersim @ExilMengele @Mica4711 @raz_u Multikulti ist gescheitert seht es endlich ein;0;0
